"JOINED","FIRST NAME","LAST NAME","EMAIL","COHORT","GROUP(S)","MENTEE STATUS","ADVISOR/MENTOR STATUS","WEBINAR STATUS","LAST LOGIN","MENTEE PROFILE CREATED","ADVISOR/MENTOR PROFILE CREATED","EXTERNAL ID","FIRSTHAND ID","GRADUATION YEAR","DEGREES","SCHOOLS","CONSULTS GIVEN","CONSULTS RECEIVED","TOTAL CONSULTS","CURRENT EMPLOYER","CURRENT LOCATION","CURRENT INDUSTRY","CURRENT JOB FUNCTION","LIST(S)","AVERAGE ADVISOR/MENTOR RATING","% POSITIVE ADVISOR/MENTOR REVIEWS","IS RESTRICTED TO GROUPS","OUT-OF-OFFICE SINCE","OUT-OF-OFFICE UNTIL","NOTES","PROGRAMS","AFFILIATION","PHONE NUMBER","BOOTH(S)","BOOTH(S) MANAGED","FAIRS","FIELD OF STUDY","GENDER","RACE / ETHNICITY","RESUME"
"Apr 06, 2022","Amabel","InviteTest","amabel123@mailinator.com","recent-alumni","","Live","N/A - No Access","Live","Apr 06, 2022","Apr 06, 2022","","","9225324","2023","","Firsthand University","0","0","0","","New York, NY, USA","","","","","","No","","","","","","","","","","","","","",""
"Apr 06, 2022","James","Madison","catchall+user-9225050@firsthand.co","alumni","Soccer, Institute of Politics","Live","Penalty Box","Live","Oct 06, 2022","Apr 14, 2022","Apr 14, 2022","","9225050","2017","Master of Business Administration (MBA)","Firsthand University","1","1","2","Liverpool FC","Washington, DC, USA","Sports","Business Development","","","","No","2022-10-20T23:46:09.000Z","2050-01-01","","","","5555551234","","","","Business, Business Administration","male","white","https://evisors.s3.amazonaws.com/uploads/298952/Screen%20Shot%202022-04-10%20at%209.40.24%20AM.png",""
"Apr 04, 2022","Test","Advisee","catchall+user-9222984@firsthand.co","current","","Live","N/A - No Access","Live","Jun 15, 2022","Apr 04, 2022","","","9222984","2024","Bachelor of Science (B.S.)","Firsthand University","0","0","0","","Delaware, USA","","","","","","No","","","","","","","","","","Biochemistry and Molecular Biophysics","null","null","https://evisors.s3.amazonaws.com/uploads/297172/Test%20Resume.txt",""
"Mar 31, 2022","sai","Charan","catchall+user-9221751@firsthand.co","alumni","3054 on Prod","Live","N/A - No Access","Live","May 26, 2022","Mar 31, 2022","","","9221751","2017","","Firsthand University","0","0","0","","Marathahalli, Bengaluru, Karnataka, India","","","","","","No","","","","","","5555551234","","","","","female","native_american","https://evisors.s3.amazonaws.com/uploads/296719/NEW-2845.docx",""
"Mar 29, 2022","Amabel","Test","amabel@mailinator.com","unknown","Swimming, Delta Delta Delta, School of Engineering, Latin American Alumni, 3054 on Prod","Incomplete Registration","N/A - No Access","Live","Aug 12, 2022","","","","9221278","","","","0","0","0","","Panathur, Bengaluru, Karnataka, India","","","","","","No","","","","","","","","","","","female","","",""
"Mar 27, 2022","Sujay","Darji","sdarji@infobase.com","alumni","new test group","Incomplete Registration","Pending","Live","Mar 08, 2023","","Jun 15, 2022","","9220803","2008","Master of Business Administration (MBA)","Drexel University","0","0","0","Infobase","Medford, NJ, USA","Higher Education","Sales","","","","No","","","","","","","","","","Entrepreneurship, Management Information Systems","","","",""
"Mar 17, 2022","KH_Advisor","Advisor","catchall+user-9218266@firsthand.co","alumni","Basketball","N/A - No Access","Pending","N/A - No Access","May 11, 2022","","Mar 17, 2022","","9218266","2010","Bachelor of Science (BS)","Firsthand University","5","0","5","Google","Los Angeles, CA, USA","","","","5","100","No","","","new note","","","","","","","Investment Management","null","null","https://evisors.s3.amazonaws.com/uploads/294984/Test%20Resume.txt",""
"Mar 17, 2022","KH_Advisee","Advisee","catchall+user-9218265@firsthand.co","current","Basketball, Hiking Club","Live","N/A - No Access","Live","Apr 28, 2022","Mar 17, 2022","","","9218265","2025","Bachelor of Science (BS)","Firsthand University","0","1","1","","Seattle, WA, USA","","","","","","No","","","","","","5555551234","","","","Finance","","","",""
"Mar 13, 2022","Rans","Vorp","catchall+user-9217180@firsthand.co","alumni","","N/A - No Access","Live","N/A - No Access","Mar 13, 2022","","Mar 13, 2022","","9217180","2000","Bachelor of Arts (B.A.)","Firsthand University","1","0","1","quant","Denver, CO, USA","","","","","","No","","","","","","","","","","Design and Manufacturing","male","white","https://evisors.s3.amazonaws.com/uploads/294281/IMG_F052CE6AD697-1.jpeg",""
"Mar 13, 2022","Ran","Vor","catchall+user-9217177@firsthand.co","recent-alumni","Latin American Alumni, Basketball","Live","N/A - No Access","Live","Jul 06, 2022","Mar 13, 2022","","","9217177","2022","","Firsthand University","0","1","1","","Denver, CO, USA","","","","","","No","","","","","","5555551234","","","","","male","white","https://evisors.s3.amazonaws.com/uploads/294280/IMG_F052CE6AD697-1.jpeg",""
"Mar 11, 2022","Courtney","Test","coconnell+03102022@infobase.com","current","Basketball, Film Club","Live","N/A - No Access","Live","Sep 28, 2022","Mar 11, 2022","","","9216827","2024","Bachelor of Science (B.S.)","Firsthand University","0","0","0","","Texas, USA","","","","","","No","","","","","","null","","","","Accounting","null","null","https://evisors.s3.amazonaws.com/uploads/294079/Invoice_4183_from_TechNerds_Inc..pdf",""
"Feb 28, 2022","Ra","Vo","catchall+user-9213802@firsthand.co","recent-alumni","","Live","N/A - No Access","Live","Mar 07, 2022","Feb 28, 2022","","","9213802","2020","","Firsthand University","0","0","0","","Denver, CO, USA","","","","","","No","","","","","","","","","","","male","white","",""
"Feb 27, 2022","Ra","Vo","catchall+user-9213704@firsthand.co","recent-alumni","","N/A - No Access","Pending","N/A - No Access","Feb 27, 2022","","Feb 27, 2022","","9213704","2020","","Firsthand University","0","0","0","JOB","Denver, CO, USA","","","","","","No","","","","","","","","","","","male","white","https://evisors.s3.amazonaws.com/uploads/292273/IMG_0208B2DC41B0-1.jpeg",""
"Feb 24, 2022","Test2","Advisee","catchall+user-9213077@firsthand.co","current","","Live","N/A - No Access","Live","Apr 26, 2022","Feb 24, 2022","","","9213077","2024","","Firsthand University","0","0","0","","Baltimore, MD, USA","","","","","","No","","","","","","5555551234","","","","","null","null","https://evisors.s3.amazonaws.com/uploads/291956/Test%20Resume.txt",""
"Feb 23, 2022","Ra","Vo","catchall+user-9212709@firsthand.co","recent-alumni","","Live","N/A - No Access","Live","Feb 23, 2022","Feb 23, 2022","","","9212709","2022","","Firsthand University","0","0","0","","Denver, CO, USA","","","","","","No","","","","","","","","","","","male","white","https://evisors.s3.amazonaws.com/uploads/291737/Best%20Hardware%20%26%20Equipment%20Companies.png",""
"Feb 18, 2022","Kris","Halpern","catchall+user-9211604@firsthand.co","current","3054 on Prod","N/A - No Access","Live","N/A - No Access","Apr 01, 2022","","Feb 18, 2022","","9211604","2024","","Firsthand University","0","0","0","Test Company","New York Metropolitan Area, USA","","","","","","No","","","","","","","","","","","null","null","https://evisors.s3.amazonaws.com/uploads/291177/Test%20Resume.txt",""
"Feb 18, 2022","sanjeev","ballure","catchall+user-9211516@firsthand.co","alumni","School of Engineering, Latin American Alumni, 3054 on Prod","N/A - No Access","Live","N/A - No Access","Feb 18, 2022","","Feb 18, 2022","","9211516","2017","","Firsthand University","0","0","0","Self-Employed","Nandikotkur Area, India, India","","","","","","No","","","","","","","","","","","male","white","https://evisors.s3.amazonaws.com/uploads/291109/KT%20Plan.docx",""
"Feb 18, 2022","sindhu","mantri","catchall+user-9211514@firsthand.co","alumni","Sigma Beta Kappa, LGBTQ Center, Christian Association","Live","N/A - No Access","Live","Feb 18, 2022","Feb 18, 2022","","","9211514","2019","","Firsthand University","0","0","0","Compare Infobase Limited","Nandikotkur Area, India, India","","","","","","No","","","","","","","","","","","female","pacific_islander","https://evisors.s3.amazonaws.com/uploads/291110/KT%20Plan%20%281%29.docx",""
"Feb 18, 2022","Devorah","Nechamkin","catchall+user-9211411@firsthand.co","unknown","","N/A - No Access","Incomplete Registration","N/A - No Access","Feb 18, 2022","","","","9211411","","","","0","0","0","","Washington D.C. Metro Area, United States","","","","","","No","","","","","","","","","","","","","",""
"Feb 18, 2022","Devorah","Nechamkin","catchall+user-9211410@firsthand.co","unknown","","Incomplete Registration","N/A - No Access","Live","Feb 18, 2022","","","","9211410","","","","0","0","0","","Washington D.C. Metro Area, United States","","","","","","No","","","","","","","","","","","","","",""
"Feb 18, 2022","Devorah","Nechamkin","catchall+user-9211401@firsthand.co","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","Feb 18, 2022","","","","9211401","","","","0","0","0","","Washington D.C. Metro Area, United States","","","","","","No","","","","","","","","","","","","","",""
"Feb 18, 2022","Devorah","Nechamkin","catchall+user-9211400@firsthand.co","unknown","","Incomplete Registration","N/A - No Access","Live","Feb 18, 2022","","","","9211400","","","","0","0","0","","Washington D.C. Metro Area, United States","","","","","","No","","","","","","","","","","","","","",""
"Feb 18, 2022","Devorah","Nechamkin","catchall+user-9211399@firsthand.co","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","Feb 18, 2022","","","","9211399","","","","0","0","0","","Washington D.C. Metro Area, United States","","","","","","No","","","","","","","","","","","","","",""
"Feb 18, 2022","Devorah","Nechamkin","catchall+user-9211397@firsthand.co","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","Feb 18, 2022","","","","9211397","","","","0","0","0","","Washington D.C. Metro Area, United States","","","","","","No","","","","","","","","","","","","","",""
"Feb 18, 2022","Devorah","Nechamkin","catchall+user-9211370@firsthand.co","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","Feb 18, 2022","","","","9211370","","","","0","0","0","","Washington D.C. Metro Area, United States","","","","","","No","","","","","","","","","","","","","",""
"Feb 18, 2022","Devorah","Nechamkin","catchall+user-9211368@firsthand.co","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","Mar 30, 2022","","","","9211368","","","","0","0","0","","Washington D.C. Metro Area, United States","","","","","","No","","","","","","","","","","","","","",""
"Feb 18, 2022","Devorah","Nechamkin","catchall+user-9211367@firsthand.co","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","Feb 18, 2022","","","","9211367","","","","0","0","0","","Washington D.C. Metro Area, United States","","","","","","No","","","","","","","","","","","","","",""
"Feb 18, 2022","Devorah","Nechamkin","catchall+user-9211366@firsthand.co","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","Feb 18, 2022","","","","9211366","","","","0","0","0","","Washington D.C. Metro Area, United States","","","","","","No","","","","","","","","","","","","","",""
"Feb 18, 2022","Devorah","Nechamkin","catchall+user-9211364@firsthand.co","unknown","","Incomplete Registration","N/A - No Access","Live","Feb 18, 2022","","","","9211364","","","","0","0","0","","Washington D.C. Metro Area, United States","","","","","","No","","","","","","","","","","","","","",""
"Feb 18, 2022","Devorah","Nechamkin","catchall+user-9211362@firsthand.co","unknown","","Incomplete Registration","N/A - No Access","Live","Feb 18, 2022","","","","9211362","","","","0","0","0","","Washington D.C. Metro Area, United States","","","","","","No","","","","","","","","","","","","","",""
"Feb 18, 2022","Devorah","Nechamkin","catchall+user-9211358@firsthand.co","unknown","","Incomplete Registration","N/A - No Access","Live","Feb 18, 2022","","","","9211358","","","","0","0","0","","Washington D.C. Metro Area, United States","","","","","","No","","","","","","","","","","","","","",""
"Feb 18, 2022","Devorah","Nechamkin","catchall+user-9211356@firsthand.co","unknown","","Incomplete Registration","N/A - No Access","Live","Feb 18, 2022","","","","9211356","","","","0","0","0","","Washington D.C. Metro Area, United States","","","","","","No","","","","","","","","","","","","","",""
"Feb 18, 2022","Devorah","Nechamkin","catchall+user-9211354@firsthand.co","unknown","","Incomplete Registration","N/A - No Access","Live","Feb 18, 2022","","","","9211354","","","","0","0","0","","Washington D.C. Metro Area, United States","","","","","","No","","","","","","","","","","","","","",""
"Feb 18, 2022","Devorah","Nechamkin","catchall+user-9211345@firsthand.co","unknown","","Incomplete Registration","N/A - No Access","Live","Feb 18, 2022","","","","9211345","","","","0","0","0","","Washington D.C. Metro Area, United States","","","","","","No","","","","","","","","","","","","","",""
"Feb 18, 2022","Kris","Halpern","catchall+user-9211343@firsthand.co","alumni","","N/A - No Access","N/A - No Access","N/A - No Access","Feb 18, 2022","","","","9211343","2018","Bachelor of Arts - BA","Test University","0","0","0","Test Company","New York Metropolitan Area, USA","","","","","","No","","","","","","","","","","International Business/Trade/Commerce","","","",""
"Feb 18, 2022","Devorah","Nechamkin","catchall+user-9211341@firsthand.co","unknown","","Incomplete Registration","N/A - No Access","Live","Feb 18, 2022","","","","9211341","","","","0","0","0","","Washington D.C. Metro Area, United States","","","","","","No","","","","","","","","","","","","","",""
"Feb 18, 2022","Kris","Halpern","catchall+user-9211339@firsthand.co","alumni","","N/A - No Access","N/A - No Access","N/A - No Access","Oct 27, 2022","","","","9211339","2018","Bachelor of Arts - BA","Test University","0","0","0","Test Company","New York Metropolitan Area, USA","","","","","","No","","","","","","","","","","International Business/Trade/Commerce","","","",""
"Feb 18, 2022","Kris","Halpern","catchall+user-9211297@firsthand.co","alumni","","N/A - No Access","N/A - No Access","N/A - No Access","Feb 18, 2022","","","","9211297","2018","Bachelor of Arts - BA","Test University","0","0","0","Test Company","New York Metropolitan Area, USA","","","","","","No","","","","","","","","","","International Business/Trade/Commerce","","","",""
"Feb 17, 2022","new Admin","Test","demoamp_admin@firsthand.co","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","Feb 17, 2022","","","","9211193","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Feb 14, 2022","pictor","red","catchall+user-9209849@firsthand.co","alumni","Cabbott Hall","Live","N/A - No Access","Live","Feb 17, 2022","Feb 14, 2022","","","9209849","2019","","Firsthand University","0","0","0","","Nandikotkur Area, India, India","","","","","","No","","","","","","","","","","","male","null","https://evisors.s3.amazonaws.com/uploads/290406/microsoft_card.png?response-content-disposition=attachment&response-content-type=application%2Foctet-stream&AWSAccessKeyId=AKIAJMPQIKQJ7VSZ227A&Expires=1802612128&Signature=RcO%2B6MEuU0v3mHCK7vIS%2Be7tFos%3D",""
"Feb 10, 2022","","","catchall+user-9209016@firsthand.co","unknown","","Incomplete Registration","N/A - No Access","Live","Feb 10, 2022","","","","9209016","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Feb 10, 2022","Kris","Halpern","tstlinkedin7@vault.com","current","","Live","N/A - No Access","Live","Feb 10, 2022","Feb 10, 2022","","","9209003","2024","","Firsthand University","0","0","0","Test Company","New York Metropolitan Area, USA","","","","","","No","","","","","","","","","","","null","null","https://evisors.s3.amazonaws.com/uploads/289929/Test%20Resume.txt?response-content-disposition=attachment&response-content-type=application%2Foctet-stream&AWSAccessKeyId=AKIAJMPQIKQJ7VSZ227A&Expires=1802278507&Signature=JdNoaMxYclmi0KEahPUFP7cQBMo%3D",""
"Feb 10, 2022","","","catchall+user-9208998@firsthand.co","unknown","","Incomplete Registration","N/A - No Access","Live","Feb 10, 2022","","","","9208998","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Feb 10, 2022","Leslie","Nazarian","lnazarian@firsthand.co","unknown","","Incomplete Registration","Incomplete Registration","Live","Oct 25, 2022","","","","9208777","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Feb 09, 2022","Tawnee","Test","tawnee+9304800007777@firsthand.co","alumni","Basketball","N/A - No Access","Incomplete Registration","N/A - No Access","Feb 09, 2022","","","","9208350","2015","Bachelor of Science (B.S.)","Firsthand University","0","0","0","","Jersey City, NJ, USA","","","","","","No","","","","","","","","","","Engineering","female","","",""
"Feb 08, 2022","Test","Program Manager","pm@infobase.com","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","Sep 12, 2022","","","","9208171","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Feb 08, 2022","Program","Manager","tstprogrammanager@infobase.com","unknown","","N/A - No Access","N/A - No Access","N/A - No Access","Oct 27, 2022","","","","9208169","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Feb 04, 2022","Test","Advisor","testadvisor@infobase.com","current","","N/A - No Access","Pending","N/A - No Access","Feb 04, 2022","","Feb 04, 2022","","9206580","2024","","Firsthand University","0","0","0","Google","Baltimore, MD, USA","","","","","","No","","","","","","","","","","","null","null","https://evisors.s3.amazonaws.com/uploads/288797/Test%20Resume.txt?response-content-disposition=attachment&response-content-type=application%2Foctet-stream&AWSAccessKeyId=AKIAJMPQIKQJ7VSZ227A&Expires=1801698756&Signature=woHiZVgMvpJzlwLok9Chv1KDGYg%3D",""
"Jan 28, 2022","Amabel","Test2","catchall+user-9203044@firsthand.co","current","","Live","N/A - No Access","Live","Jan 28, 2022","Jan 28, 2022","","","9203044","2024","Bachelor of Science (B.S.)","Firsthand University","0","0","0","","New York, NY, USA","","","","","","No","","","","","","5555551234","","","","Molecular Biology","female","asian","https://evisors.s3.amazonaws.com/uploads/287766/Mentorship.jpg?response-content-disposition=attachment&response-content-type=application%2Foctet-stream&AWSAccessKeyId=AKIAJMPQIKQJ7VSZ227A&Expires=1801095920&Signature=DujYLAy%2BaE5j2ajPRyMbakIjq2I%3D",""
"Jan 28, 2022","KH","Advisee","catchall+user-9202923@firsthand.co","current","First Generation, Basketball, Film Club","Live","N/A - No Access","Live","Apr 19, 2022","Jan 28, 2022","","","9202923","2024","","Firsthand University","0","3","3","","New York, NY, USA","","","","","","No","","","","","","5555551234","","","","","null","null","https://evisors.s3.amazonaws.com/uploads/287685/Test%20Resume.txt?response-content-disposition=attachment&response-content-type=application%2Foctet-stream&AWSAccessKeyId=AKIAJMPQIKQJ7VSZ227A&Expires=1801079099&Signature=56AoL9EIN7fw9vAqTZKZnGdGN2Q%3D",""
"Jan 27, 2022","","","catchall+user-9202673@firsthand.co","unknown","","Incomplete Registration","N/A - No Access","Live","Jan 27, 2022","","","","9202673","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Jan 27, 2022","KH","Advisor","k.halpern@vault.com","alumni","Basketball","N/A - No Access","Penalty Box","N/A - No Access","Apr 14, 2022","","Jan 27, 2022","","9202667","2010","Bachelor of Arts (B.A.), Master of Business Administration (MBA)","Firsthand University","1","0","1","Infobase","Tokyo, Japan","Computer Software","Product Management","","","","No","2022-02-05T16:42:12.000Z","2050-01-01","","","","","","","","History and Philosophy, Finance","null","null","https://evisors.s3.amazonaws.com/uploads/287547/Test%20Resume.txt?response-content-disposition=attachment&response-content-type=application%2Foctet-stream&AWSAccessKeyId=AKIAJMPQIKQJ7VSZ227A&Expires=1800997890&Signature=FcOhDXiJssbvuWcphAOyQr0H1kk%3D",""
"Jan 27, 2022","Kristan","Halpern","kh.alpern@films.com","unknown","","N/A - No Access","Incomplete Registration","N/A - No Access","Jan 27, 2022","","","","9202659","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Jan 27, 2022","Amabel","Ryan","amabeltestl@mailinator.com","recent-alumni","","Live","N/A - No Access","Live","Jan 27, 2022","Jan 27, 2022","","","9202635","2023","BA, Master of Business Administration (M.B.A.)","Seton Hall University, Firsthand University","0","0","0","Quantilus Innovation Inc.","New York Metropolitan Area, USA","","","","","","No","","","","","","","","","","English, Communications, Finance, Marketing and Strategy","female","asian","https://evisors.s3.amazonaws.com/uploads/287530/Mentorship.jpg?response-content-disposition=attachment&response-content-type=application%2Foctet-stream&AWSAccessKeyId=AKIAJMPQIKQJ7VSZ227A&Expires=1800992852&Signature=36tLFG3ApYiO1b%2Bjpsk7NCYcPiY%3D",""
"Jan 26, 2022","Amabel","Advisor","catchall+user-9202595@firsthand.co","alumni","","N/A - No Access","Pending","N/A - No Access","Oct 21, 2022","","Jan 26, 2022","","9202595","2000","Bachelor of Arts (B.A.)","Firsthand University","0","0","0","Quantilus","New York, NY, USA","Information Technology and Services","Marketing","","","","No","","","","","","","","","","Education, English","female","pacific_islander","https://evisors.s3.amazonaws.com/uploads/287506/Web3.png?response-content-disposition=attachment&response-content-type=application%2Foctet-stream&AWSAccessKeyId=AKIAJMPQIKQJ7VSZ227A&Expires=1800986873&Signature=QOtHHY05b%2BBnG9QW9TH1IBN0Xtg%3D",""
"Jan 26, 2022","Amabel","Test","amabelryan@mailinator.com","alumni","","N/A - No Access","N/A - No Access","N/A - No Access","Feb 09, 2022","","","","9202577","2000","Bachelor of Arts - BA","Seton Hall University","0","0","0","","New York, NY, USA","","","","","","No","","","","","","","","","","English","","","",""
"Jan 25, 2022","Amabel","Ryan","catchall+user-9201940@firsthand.co","current","New York, Cabbott Hall, Student Government","Live","N/A - No Access","Live","Jan 28, 2022","Jan 26, 2022","","","9201940","2024","MSc of Digital Marketing","Firsthand University","0","0","0","","Jersey City, NJ, USA","","","","","","No","","","","","","","","","","Marketing","female","asian","https://evisors.s3.amazonaws.com/uploads/287502/Web3.png?response-content-disposition=attachment&response-content-type=application%2Foctet-stream&AWSAccessKeyId=AKIAJMPQIKQJ7VSZ227A&Expires=1800986126&Signature=fy8IGeCNCwbbkrk949e%2BXYLel%2BM%3D",""
"Jan 23, 2022","Ranson","Vorpahl","catchall+user-9201561@firsthand.co","alumni","Basketball","Incomplete Registration","Pending","N/A - No Access","Feb 04, 2023","","Jan 25, 2022","","9201561","2006","Bachelor of Engineering (B.E.)","Firsthand University","0","0","0","Quantilus","Denver, CO, USA","Design","Business Development","","","","No","","","lkajsdfl;jasdlf;kjasdlf;kajsdfl;kajsdf","MBA Alumni Mentoring","","","","","","Electric Engineering","male","white","https://evisors.s3.amazonaws.com/uploads/287249/IMG_E12FA91B716A-1.jpeg?response-content-disposition=attachment&response-content-type=application%2Foctet-stream&AWSAccessKeyId=AKIAJMPQIKQJ7VSZ227A&Expires=1800830610&Signature=grNx%2BISiVc71cKH6PmnAX0WL2fk%3D",""
"Jan 22, 2022","Ranson","Vorpahl","catchall+user-9201326@firsthand.co","unknown","","Incomplete Registration","N/A - No Access","N/A - No Access","Jan 23, 2022","","","hahaha","9201326","","","","0","0","0","","","","","","","","No","","","lkajsdfl;jasdlf;kjasdlf;kajsdfl;kajsdf","MBA Alumni Mentoring","","","","","","","","","",""
"Jan 21, 2022","","","catchall+user-9201223@firsthand.co","unknown","","Incomplete Registration","N/A - No Access","Live","Jan 21, 2022","","","","9201223","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Jan 21, 2022","Kristan","Halpern","catchall+user-9201037@firsthand.co","current","Basketball","Live","N/A - No Access","Live","Jan 21, 2022","Jan 21, 2022","","","9201037","2024","","Firsthand University","0","0","0","","Tempe, AZ, USA","","","","","","No","","","","","","","","","","","female","null","https://evisors.s3.amazonaws.com/uploads/286740/Test%20Resume.txt?response-content-disposition=attachment&response-content-type=application%2Foctet-stream&AWSAccessKeyId=AKIAJMPQIKQJ7VSZ227A&Expires=1800480667&Signature=Up1GA%2FWnYshr34xbQ9fBLyf5xUA%3D",""
"Jan 21, 2022","Tawnee","Test","tawnee+09850233@firsthand.co","alumni","Athletes","N/A - No Access","Pending","N/A - No Access","Jan 21, 2022","","Jan 21, 2022","","9201014","2015","Bachelor","Firsthand University","0","0","0","Firsthand","New York, NY, USA","","","","","","No","","","","","","","","","","Anthropology","female","hispanic","https://evisors.s3.amazonaws.com/uploads/286734/Screen%20Shot%202022-01-20%20at%2011.48.41%20AM.png?response-content-disposition=attachment&response-content-type=application%2Foctet-stream&AWSAccessKeyId=AKIAJMPQIKQJ7VSZ227A&Expires=1800477839&Signature=69Zis2Qq2z0CLp7Nj3T7Nw91NuU%3D",""
"Jan 21, 2022","Tawnee","Test","tawnee+3849739422@firsthand.co","recent-alumni","Dallas, Girls Who Code, Law School","Live","N/A - No Access","Live","Jan 21, 2022","Jan 21, 2022","","","9201010","2022","Bachelor of Science (B.S.)","Firsthand University","0","0","0","","New York, NY, USA","","","","","","No","","","","","","","","","","Engineering","female","hispanic","https://evisors.s3.amazonaws.com/uploads/286733/Screen%20Shot%202022-01-20%20at%2011.48.41%20AM.png?response-content-disposition=attachment&response-content-type=application%2Foctet-stream&AWSAccessKeyId=AKIAJMPQIKQJ7VSZ227A&Expires=1800476987&Signature=7akPFx%2FDHecGrFH%2BAseIr4Tm4jg%3D",""
"Jan 21, 2022","Peter","Barmykov","catchall+user-9200999@firsthand.co","alumni","","Live","Pending","Live","Sep 28, 2022","Jan 21, 2022","Jan 21, 2022","","9200999","2005","","Firsthand University","0","0","0","NO","Sovetsky City District, Nizhny Novgorod, Nizhny Novgorod Oblast, Russia","","","","","","No","","","","","","","","","","","male","null","https://evisors.s3.amazonaws.com/uploads/286730/test.txt?response-content-disposition=attachment&response-content-type=application%2Foctet-stream&AWSAccessKeyId=AKIAJMPQIKQJ7VSZ227A&Expires=1800475101&Signature=wUwGqVJ1An7FDf4MGRqbHiBb%2FKQ%3D",""
"Jan 14, 2022","Julio","Iglesias","catchall+user-9199400@firsthand.co","unknown","","Incomplete Registration","Incomplete Registration","Live","Jan 14, 2022","","","","9199400","","","","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Jan 13, 2022","Tawnee","Test","tawnee+3894739482333222@firsthand.co","alumni","","N/A - No Access","Pending","N/A - No Access","Jan 13, 2022","","Jan 13, 2022","","9199085","2015","Bachelor","Firsthand University","0","0","0","Cisco","Los Angeles, CA, USA","","","","","","No","","","","","","","","","","Sociology","female","null","https://evisors.s3.amazonaws.com/uploads/285713/Michael%20Brown%20Resume.pdf?response-content-disposition=attachment&response-content-type=application%2Foctet-stream&AWSAccessKeyId=AKIAJMPQIKQJ7VSZ227A&Expires=1799801688&Signature=B9LFvEj%2BN6P0vbcAqQmtSVoON7I%3D",""
"Jan 06, 2022","Riley","Allen","catchall+user-9197488@firsthand.co","recent-alumni","","Added","Added","N/A - No Access","","","","98324","9197488","2022","","Firsthand University","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Jan 06, 2022","Chloe","Alliod","catchall+user-9197489@firsthand.co","recent-alumni","","Added","Added","N/A - No Access","","","","262759","9197489","2022","","Firsthand University","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Jan 06, 2022","Tatiana","Almonacy","catchall+user-9197490@firsthand.co","recent-alumni","","Added","Added","N/A - No Access","","","","262760","9197490","2022","","Firsthand University","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Jan 06, 2022","Daniel","Aguiar","catchall+user-9197464@firsthand.co","recent-alumni","","Added","Added","N/A - No Access","","","","262734","9197464","2022","","Firsthand University","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Jan 06, 2022","Jessica","Aguiar","catchall+user-9197465@firsthand.co","recent-alumni","","Added","Added","N/A - No Access","","","","262735","9197465","2022","","Firsthand University","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Jan 06, 2022","Steven","Aguilar","catchall+user-9197466@firsthand.co","recent-alumni","","Incomplete Registration","Incomplete Registration","N/A - No Access","Oct 24, 2022","","","262736","9197466","2022","","Firsthand University","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Jan 06, 2022","Neelam","Ahmed","catchall+user-9197467@firsthand.co","recent-alumni","","Added","Added","N/A - No Access","","","","262737","9197467","2022","","Firsthand University","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Jan 06, 2022","Coral","Aiello","catchall+user-9197468@firsthand.co","recent-alumni","","Added","Added","N/A - No Access","","","","262738","9197468","2022","","Firsthand University","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Jan 06, 2022","Temitope","Aina","catchall+user-9197469@firsthand.co","recent-alumni","","Incomplete Registration","Incomplete Registration","N/A - No Access","Jan 28, 2022","","","262739","9197469","2022","","Firsthand University","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
"Jan 06, 2022","Caroline","Akanji","catchall+user-9197470@firsthand.co","recent-alumni","","Incomplete Registration","Incomplete Registration","N/A - No Access","Jan 28, 2022","","","262740","9197470","2022","","Firsthand University","0","0","0","","","","","","","","No","","","","","","","","","","","","","",""
